key,panel,family,n,seed,source,fourary,mean_degree,mean_map,mean_ring,degree,feature_ns,chosen,policy_ns,best_ns,fixed_ns,split
core:19,core,sparse,1000,1729,333,190900.0,154500.0,126650.0,119350.0,4.493,195800,mean_ring,119350.0,119350.0,119350.0,holdout
core:19,core,sparse,1000,1729,666,195700.0,155100.0,131850.0,119650.0,4.493,195800,mean_ring,119650.0,119650.0,119650.0,holdout
core:2,core,sparse,2000,42,666,490050.0,369900.0,290550.0,264450.0,4.5245,449400,mean_ring,264450.0,264450.0,264450.0,train
core:2,core,sparse,2000,42,1333,465600.0,353000.0,278200.0,269800.0,4.5245,449400,mean_ring,269800.0,269800.0,269800.0,train
core:20,core,sparse,2000,1729,666,415900.0,296550.0,237450.0,224350.0,4.5075,392700,mean_ring,224350.0,224350.0,224350.0,holdout
core:20,core,sparse,2000,1729,1333,414100.0,299300.0,239550.0,228450.0,4.5075,392700,mean_ring,228450.0,228450.0,228450.0,holdout
core:21,core,sparse,5000,1729,1666,1095000.0,683750.0,590050.0,566500.0,4.4844,934700,mean_ring,566500.0,566500.0,566500.0,holdout
core:21,core,sparse,5000,1729,3333,1111300.0,712050.0,594050.0,575950.0,4.4844,934700,mean_ring,575950.0,575950.0,575950.0,holdout
core:22,core,sparse,10000,1729,3333,2469500.0,1422550.0,1307050.0,1233250.0,4.4726,2112100,mean_ring,1233250.0,1233250.0,1233250.0,holdout
core:22,core,sparse,10000,1729,6666,2525500.0,1435300.0,1370700.0,1320700.0,4.4726,2112100,mean_ring,1320700.0,1320700.0,1320700.0,holdout
core:23,core,clustered,1000,1729,333,322250.0,426400.0,268750.0,248300.0,25.303,1142700,mean_ring,248300.0,248300.0,248300.0,holdout
core:23,core,clustered,1000,1729,666,325450.0,423850.0,286150.0,260700.0,25.303,1142700,mean_ring,260700.0,260700.0,260700.0,holdout
core:24,core,clustered,2000,1729,666,786200.0,842400.0,537150.0,507950.0,26.096,2228800,mean_ring,507950.0,507950.0,507950.0,holdout
core:24,core,clustered,2000,1729,1333,795800.0,830150.0,532850.0,520900.0,26.096,2228800,mean_ring,520900.0,520900.0,520900.0,holdout
core:25,core,clustered,5000,1729,1666,2788050.0,1984000.0,1544900.0,1437650.0,28.4594,6694300,mean_ring,1437650.0,1437650.0,1437650.0,holdout
core:25,core,clustered,5000,1729,3333,2600050.0,1959650.0,1527450.0,1393550.0,28.4594,6694300,mean_ring,1393550.0,1393550.0,1393550.0,holdout
core:26,core,clustered,10000,1729,3333,8120450.0,5384150.0,4790600.0,4431700.0,32.513,15315600,mean_ring,4431700.0,4431700.0,4431700.0,holdout
core:26,core,clustered,10000,1729,6666,7583200.0,4796900.0,4270950.0,4114650.0,32.513,15315600,mean_ring,4114650.0,4114650.0,4114650.0,holdout
core:27,core,dense,1000,1729,333,709450.0,931100.0,978850.0,958850.0,100.295,4736500,fourary,709450.0,709450.0,958850.0,holdout
core:27,core,dense,1000,1729,666,689100.0,943750.0,985250.0,955050.0,100.295,4736500,fourary,689100.0,689100.0,955050.0,holdout
core:28,core,dense,2000,1729,666,1962400.0,3133250.0,3288000.0,3447900.0,200.2735,20810100,fourary,1962400.0,1962400.0,3447900.0,holdout
core:28,core,dense,2000,1729,1333,2177050.0,3018050.0,3895300.0,3965450.0,200.2735,20810100,fourary,2177050.0,2177050.0,3965450.0,holdout
core:29,core,dense,5000,1729,1666,7320650.0,13019300.0,15282250.0,15406800.0,500.1296,162871800,fourary,7320650.0,7320650.0,15406800.0,holdout
core:29,core,dense,5000,1729,3333,7371250.0,13022900.0,15831350.0,16178650.0,500.1296,162871800,fourary,7371250.0,7371250.0,16178650.0,holdout
core:3,core,sparse,5000,42,1666,1327850.0,836000.0,745600.0,696100.0,4.5492,1343600,mean_ring,696100.0,696100.0,696100.0,train
core:3,core,sparse,5000,42,3333,1204100.0,753100.0,647800.0,647000.0,4.5492,1343600,mean_ring,647000.0,647000.0,647000.0,train
core:30,core,grid,1000,1729,333,101200.0,114400.0,99950.0,97200.0,3.87,121800,mean_ring,97200.0,97200.0,97200.0,holdout
core:30,core,grid,1000,1729,666,105300.0,115950.0,101400.0,98100.0,3.87,121800,mean_ring,98100.0,98100.0,98100.0,holdout
core:31,core,grid,2000,1729,666,214450.0,215900.0,187750.0,176800.0,3.91,256500,mean_ring,176800.0,176800.0,176800.0,holdout
core:31,core,grid,2000,1729,1333,221450.0,219950.0,189800.0,181550.0,3.91,256500,mean_ring,181550.0,181550.0,181550.0,holdout
core:32,core,grid,5000,1729,1666,598700.0,545850.0,464150.0,432350.0,3.94,711400,mean_ring,432350.0,432350.0,432350.0,holdout
core:32,core,grid,5000,1729,3333,589400.0,530250.0,453300.0,423700.0,3.94,711400,mean_ring,423700.0,423700.0,423700.0,holdout
core:33,core,grid,10000,1729,3333,1212600.0,948350.0,827350.0,780650.0,3.96,1552700,mean_ring,780650.0,780650.0,780650.0,holdout
core:33,core,grid,10000,1729,6666,1250300.0,964400.0,852950.0,800350.0,3.96,1552700,mean_ring,800350.0,800350.0,800350.0,holdout
core:34,core,roadlike,1000,1729,333,116950.0,142950.0,117550.0,115650.0,6.0,244100,mean_ring,115650.0,115650.0,115650.0,holdout
core:34,core,roadlike,1000,1729,666,118700.0,146500.0,118600.0,116800.0,6.0,244100,mean_ring,116800.0,116800.0,116800.0,holdout
core:35,core,roadlike,2000,1729,666,242350.0,272950.0,234450.0,225250.0,6.0,400800,mean_ring,225250.0,225250.0,225250.0,holdout
core:35,core,roadlike,2000,1729,1333,239400.0,267250.0,220800.0,216350.0,6.0,400800,mean_ring,216350.0,216350.0,216350.0,holdout
core:36,core,roadlike,5000,1729,1666,597500.0,645150.0,547900.0,519500.0,6.0,995800,mean_ring,519500.0,519500.0,519500.0,holdout
core:36,core,roadlike,5000,1729,3333,619150.0,620850.0,531500.0,506950.0,6.0,995800,mean_ring,506950.0,506950.0,506950.0,holdout
core:37,core,sparse,1000,2026,333,141300.0,118750.0,91350.0,88350.0,4.561,144100,mean_ring,88350.0,88350.0,88350.0,holdout
core:37,core,sparse,1000,2026,666,148100.0,116400.0,94100.0,88150.0,4.561,144100,mean_ring,88150.0,88150.0,88150.0,holdout
core:38,core,sparse,2000,2026,666,321950.0,218550.0,181400.0,169300.0,4.4765,294600,mean_ring,169300.0,169300.0,169300.0,holdout
core:38,core,sparse,2000,2026,1333,314500.0,220850.0,182450.0,168800.0,4.4765,294600,mean_ring,168800.0,168800.0,168800.0,holdout
core:39,core,sparse,5000,2026,1666,855700.0,537800.0,463900.0,429700.0,4.4678,765700,mean_ring,429700.0,429700.0,429700.0,holdout
core:39,core,sparse,5000,2026,3333,858500.0,547600.0,462850.0,431100.0,4.4678,765700,mean_ring,431100.0,431100.0,431100.0,holdout
core:4,core,sparse,10000,42,3333,2589450.0,1496350.0,1410600.0,1383750.0,4.5188,1770600,mean_ring,1383750.0,1383750.0,1383750.0,train
core:4,core,sparse,10000,42,6666,2626800.0,1515700.0,1560200.0,1421500.0,4.5188,1770600,mean_ring,1421500.0,1421500.0,1421500.0,train
core:40,core,sparse,10000,2026,3333,1935300.0,1106850.0,1017750.0,945150.0,4.4873,1590300,mean_ring,945150.0,945150.0,945150.0,holdout
core:40,core,sparse,10000,2026,6666,1927900.0,1103950.0,1011800.0,967200.0,4.4873,1590300,mean_ring,967200.0,967200.0,967200.0,holdout
core:41,core,clustered,1000,2026,333,245000.0,327250.0,209050.0,195750.0,25.331,850800,mean_ring,195750.0,195750.0,195750.0,holdout
core:41,core,clustered,1000,2026,666,256500.0,312450.0,200650.0,188450.0,25.331,850800,mean_ring,188450.0,188450.0,188450.0,holdout
core:42,core,clustered,2000,2026,666,609650.0,608050.0,400300.0,382450.0,26.1505,1716700,mean_ring,382450.0,382450.0,382450.0,holdout
core:42,core,clustered,2000,2026,1333,612750.0,606450.0,400950.0,384950.0,26.1505,1716700,mean_ring,384950.0,384950.0,384950.0,holdout
core:43,core,clustered,5000,2026,1666,1965550.0,1464550.0,1085300.0,1044400.0,28.5478,5469200,mean_ring,1044400.0,1044400.0,1044400.0,holdout
core:43,core,clustered,5000,2026,3333,2052100.0,1502600.0,1103700.0,1044100.0,28.5478,5469200,mean_ring,1044100.0,1044100.0,1044100.0,holdout
core:44,core,clustered,10000,2026,3333,5663850.0,3629250.0,2947600.0,2910400.0,32.4846,11700800,mean_ring,2910400.0,2910400.0,2910400.0,holdout
core:44,core,clustered,10000,2026,6666,5401450.0,3444400.0,3056550.0,2868150.0,32.4846,11700800,mean_ring,2868150.0,2868150.0,2868150.0,holdout
core:45,core,dense,1000,2026,333,515300.0,664850.0,644350.0,642300.0,99.88,3538400,fourary,515300.0,515300.0,642300.0,holdout
core:45,core,dense,1000,2026,666,520300.0,678800.0,668900.0,674050.0,99.88,3538400,fourary,520300.0,520300.0,674050.0,holdout
core:46,core,dense,2000,2026,666,1483600.0,2221250.0,2507550.0,2563850.0,199.921,15426900,fourary,1483600.0,1483600.0,2563850.0,holdout
core:46,core,dense,2000,2026,1333,1582200.0,2251400.0,2701950.0,2553500.0,199.921,15426900,fourary,1582200.0,1582200.0,2553500.0,holdout
core:47,core,dense,5000,2026,1666,7449300.0,13020900.0,16072150.0,15726950.0,499.5508,141569700,fourary,7449300.0,7449300.0,15726950.0,holdout
core:47,core,dense,5000,2026,3333,8514850.0,14690700.0,17178450.0,17802800.0,499.5508,141569700,fourary,8514850.0,8514850.0,17802800.0,holdout
core:48,core,grid,1000,2026,333,109900.0,122450.0,103600.0,101750.0,3.87,155800,mean_ring,101750.0,101750.0,101750.0,holdout
core:48,core,grid,1000,2026,666,112400.0,124800.0,102800.0,102000.0,3.87,155800,mean_ring,102000.0,102000.0,102000.0,holdout
core:49,core,grid,2000,2026,666,224650.0,234250.0,191900.0,189450.0,3.91,242700,mean_ring,189450.0,189450.0,189450.0,holdout
core:49,core,grid,2000,2026,1333,223700.0,230550.0,192850.0,184350.0,3.91,242700,mean_ring,184350.0,184350.0,184350.0,holdout
core:5,core,clustered,1000,42,333,341700.0,444600.0,284400.0,262550.0,25.061,1142700,mean_ring,262550.0,262550.0,262550.0,train
core:5,core,clustered,1000,42,666,329550.0,456600.0,280950.0,266600.0,25.061,1142700,mean_ring,266600.0,266600.0,266600.0,train
core:50,core,grid,5000,2026,1666,614750.0,541650.0,474100.0,445500.0,3.94,589800,mean_ring,445500.0,445500.0,445500.0,holdout
core:50,core,grid,5000,2026,3333,594200.0,546050.0,476850.0,442150.0,3.94,589800,mean_ring,442150.0,442150.0,442150.0,holdout
core:51,core,grid,10000,2026,3333,1300650.0,992800.0,880150.0,825800.0,3.96,1344500,mean_ring,825800.0,825800.0,825800.0,holdout
core:51,core,grid,10000,2026,6666,1270250.0,973100.0,864750.0,802950.0,3.96,1344500,mean_ring,802950.0,802950.0,802950.0,holdout
core:52,core,roadlike,1000,2026,333,112050.0,147200.0,124600.0,121200.0,6.0,214500,mean_ring,121200.0,112050.0,121200.0,holdout
core:52,core,roadlike,1000,2026,666,110900.0,148950.0,126800.0,129150.0,6.0,214500,mean_ring,129150.0,110900.0,129150.0,holdout
core:53,core,roadlike,2000,2026,666,228300.0,274250.0,225750.0,222250.0,6.0,445000,mean_ring,222250.0,222250.0,222250.0,holdout
core:53,core,roadlike,2000,2026,1333,237500.0,259450.0,219750.0,212250.0,6.0,445000,mean_ring,212250.0,212250.0,212250.0,holdout
core:54,core,roadlike,5000,2026,1666,611150.0,637050.0,540250.0,519700.0,6.0,914700,mean_ring,519700.0,519700.0,519700.0,holdout
core:54,core,roadlike,5000,2026,3333,615150.0,635700.0,542350.0,527500.0,6.0,914700,mean_ring,527500.0,527500.0,527500.0,holdout
core:6,core,clustered,2000,42,666,877200.0,842250.0,556750.0,528150.0,25.959,2451100,mean_ring,528150.0,528150.0,528150.0,train
core:6,core,clustered,2000,42,1333,834300.0,833150.0,546050.0,544350.0,25.959,2451100,mean_ring,544350.0,544350.0,544350.0,train
core:7,core,clustered,5000,42,1666,2677700.0,2096350.0,1594350.0,1524750.0,28.4636,7022300,mean_ring,1524750.0,1524750.0,1524750.0,train
core:7,core,clustered,5000,42,3333,2680550.0,1980450.0,1493600.0,1396900.0,28.4636,7022300,mean_ring,1396900.0,1396900.0,1396900.0,train
core:8,core,clustered,10000,42,3333,7354050.0,4686100.0,3958950.0,3883700.0,32.4486,18029800,mean_ring,3883700.0,3883700.0,3883700.0,train
core:8,core,clustered,10000,42,6666,7517650.0,4922750.0,4002250.0,3897950.0,32.4486,18029800,mean_ring,3897950.0,3897950.0,3897950.0,train
core:9,core,dense,1000,42,333,684900.0,879050.0,843950.0,893100.0,99.482,4703500,fourary,684900.0,684900.0,893100.0,train
core:9,core,dense,1000,42,666,650300.0,845000.0,854450.0,853650.0,99.482,4703500,fourary,650300.0,650300.0,853650.0,train
density:1,density,er_d2,1000,42,333,74600.0,76150.0,67400.0,61250.0,2.008,86600,mean_ring,61250.0,61250.0,61250.0,train
density:1,density,er_d2,1000,42,666,75550.0,78300.0,68550.0,62950.0,2.008,86600,mean_ring,62950.0,62950.0,62950.0,train
density:10,density,er_d4,5000,42,1666,1862600.0,1279250.0,1237000.0,1016350.0,4.0466,2384700,mean_ring,1016350.0,1016350.0,1016350.0,train
density:10,density,er_d4,5000,42,3333,1813100.0,924450.0,1018900.0,788500.0,4.0466,2384700,mean_ring,788500.0,788500.0,788500.0,train
density:11,density,er_d8,5000,42,1666,2234300.0,1239600.0,1297200.0,1106750.0,8.0244,3871500,mean_ring,1106750.0,1106750.0,1106750.0,train
density:11,density,er_d8,5000,42,3333,2450900.0,1622800.0,1581100.0,1269250.0,8.0244,3871500,mean_ring,1269250.0,1269250.0,1269250.0,train
density:12,density,er_d16,5000,42,1666,2455050.0,1676150.0,1559350.0,1522400.0,16.0538,4531000,mean_ring,1522400.0,1522400.0,1522400.0,train
density:12,density,er_d16,5000,42,3333,2522300.0,1653300.0,1521000.0,1387050.0,16.0538,4531000,mean_ring,1387050.0,1387050.0,1387050.0,train
density:13,density,er_d32,5000,42,1666,2834750.0,2138800.0,2403800.0,2211200.0,32.103,7312000,mean_ring,2211200.0,2138800.0,2211200.0,train
density:13,density,er_d32,5000,42,3333,2872700.0,2250250.0,2155150.0,2019350.0,32.103,7312000,mean_ring,2019350.0,2019350.0,2019350.0,train
density:14,density,er_d64,5000,42,1666,3798850.0,3422850.0,4512800.0,4168150.0,64.0504,15781700,fourary,3798850.0,3422850.0,4168150.0,train
density:14,density,er_d64,5000,42,3333,3729750.0,3357250.0,4234400.0,4406850.0,64.0504,15781700,fourary,3729750.0,3357250.0,4406850.0,train
density:15,density,er_d128,5000,42,1666,5006250.0,5692500.0,7133000.0,7231450.0,128.1482,34352100,fourary,5006250.0,5006250.0,7231450.0,train
density:15,density,er_d128,5000,42,3333,5227900.0,5820050.0,7615450.0,7431850.0,128.1482,34352100,fourary,5227900.0,5227900.0,7431850.0,train
density:16,density,er_d256,5000,42,1666,7214750.0,9765550.0,13077800.0,13025600.0,256.3082,79241100,fourary,7214750.0,7214750.0,13025600.0,train
density:16,density,er_d256,5000,42,3333,6682050.0,9671850.0,11861250.0,12039350.0,256.3082,79241100,fourary,6682050.0,6682050.0,12039350.0,train
density:17,density,er_d2,1000,1729,333,550.0,1200.0,1200.0,1200.0,1.976,123100,mean_ring,1200.0,550.0,1200.0,holdout
density:17,density,er_d2,1000,1729,666,92600.0,95550.0,84850.0,77900.0,1.976,123100,mean_ring,77900.0,77900.0,77900.0,holdout
density:18,density,er_d4,1000,1729,333,165050.0,137450.0,115900.0,106200.0,4.011,183000,mean_ring,106200.0,106200.0,106200.0,holdout
density:18,density,er_d4,1000,1729,666,176800.0,142100.0,121550.0,112050.0,4.011,183000,mean_ring,112050.0,112050.0,112050.0,holdout
density:19,density,er_d8,1000,1729,333,257950.0,204850.0,151250.0,144450.0,7.985,346500,mean_ring,144450.0,144450.0,144450.0,holdout
density:19,density,er_d8,1000,1729,666,255250.0,199800.0,158950.0,147500.0,7.985,346500,mean_ring,147500.0,147500.0,147500.0,holdout
density:2,density,er_d4,1000,42,333,141000.0,120850.0,99050.0,89500.0,3.958,135300,mean_ring,89500.0,89500.0,89500.0,train
density:2,density,er_d4,1000,42,666,153850.0,128450.0,105050.0,99600.0,3.958,135300,mean_ring,99600.0,99600.0,99600.0,train
density:20,density,er_d16,1000,1729,333,357450.0,274500.0,222150.0,206000.0,16.166,915900,mean_ring,206000.0,206000.0,206000.0,holdout
density:20,density,er_d16,1000,1729,666,333350.0,283350.0,220850.0,210800.0,16.166,915900,mean_ring,210800.0,210800.0,210800.0,holdout
density:21,density,er_d32,1000,1729,333,445750.0,416600.0,363500.0,369250.0,32.24,1453600,mean_ring,369250.0,363500.0,369250.0,holdout
density:21,density,er_d32,1000,1729,666,439300.0,405800.0,373950.0,383250.0,32.24,1453600,mean_ring,383250.0,373950.0,383250.0,holdout
density:22,density,er_d64,1000,1729,333,613050.0,632300.0,666400.0,677300.0,64.155,3013900,fourary,613050.0,613050.0,677300.0,holdout
density:22,density,er_d64,1000,1729,666,622100.0,717050.0,696700.0,656400.0,64.155,3013900,fourary,622100.0,622100.0,656400.0,holdout
density:23,density,er_d128,1000,1729,333,787200.0,1110050.0,1165200.0,1176650.0,128.619,6629300,fourary,787200.0,787200.0,1176650.0,holdout
density:23,density,er_d128,1000,1729,666,920000.0,1095250.0,1116150.0,1094300.0,128.619,6629300,fourary,920000.0,920000.0,1094300.0,holdout
density:24,density,er_d256,1000,1729,333,1062550.0,1810250.0,1873050.0,1898550.0,256.574,15952200,fourary,1062550.0,1062550.0,1898550.0,holdout
density:24,density,er_d256,1000,1729,666,984100.0,1895450.0,1906950.0,1944000.0,256.574,15952200,fourary,984100.0,984100.0,1944000.0,holdout
density:25,density,er_d2,5000,1729,1666,618900.0,411050.0,395400.0,360800.0,2.0338,522400,mean_ring,360800.0,360800.0,360800.0,holdout
density:25,density,er_d2,5000,1729,3333,622700.0,427000.0,394200.0,346150.0,2.0338,522400,mean_ring,346150.0,346150.0,346150.0,holdout
density:26,density,er_d4,5000,1729,1666,1047900.0,683650.0,594250.0,559800.0,4.0576,943200,mean_ring,559800.0,559800.0,559800.0,holdout
density:26,density,er_d4,5000,1729,3333,1038200.0,704350.0,602900.0,567350.0,4.0576,943200,mean_ring,567350.0,567350.0,567350.0,holdout
density:27,density,er_d8,5000,1729,1666,1543800.0,1014900.0,859150.0,932350.0,8.071,1827300,mean_ring,932350.0,859150.0,932350.0,holdout
density:27,density,er_d8,5000,1729,3333,1658700.0,909150.0,838450.0,762400.0,8.071,1827300,mean_ring,762400.0,762400.0,762400.0,holdout
density:28,density,er_d16,5000,1729,1666,2133600.0,1344950.0,1150050.0,1172400.0,16.1108,3808100,mean_ring,1172400.0,1150050.0,1172400.0,holdout
density:28,density,er_d16,5000,1729,3333,2051950.0,1295150.0,1166400.0,1169650.0,16.1108,3808100,mean_ring,1169650.0,1166400.0,1169650.0,holdout
density:29,density,er_d32,5000,1729,1666,2795150.0,2129250.0,2034400.0,1983550.0,32.1674,7519000,mean_ring,1983550.0,1983550.0,1983550.0,holdout
density:29,density,er_d32,5000,1729,3333,2771100.0,2068050.0,2203700.0,2263550.0,32.1674,7519000,mean_ring,2263550.0,2068050.0,2263550.0,holdout
density:3,density,er_d8,1000,42,333,204950.0,162750.0,132200.0,119300.0,8.002,282000,mean_ring,119300.0,119300.0,119300.0,train
density:3,density,er_d8,1000,42,666,206200.0,173650.0,128650.0,122250.0,8.002,282000,mean_ring,122250.0,122250.0,122250.0,train
density:30,density,er_d64,5000,1729,1666,3977350.0,3294050.0,3896150.0,4040300.0,64.3086,15846700,fourary,3977350.0,3294050.0,4040300.0,holdout
density:30,density,er_d64,5000,1729,3333,3854550.0,3367350.0,4058600.0,4022000.0,64.3086,15846700,fourary,3854550.0,3367350.0,4022000.0,holdout
density:31,density,er_d128,5000,1729,1666,5554300.0,6076550.0,7551750.0,7665450.0,128.4562,34684000,fourary,5554300.0,5554300.0,7665450.0,holdout
density:31,density,er_d128,5000,1729,3333,5482000.0,6220050.0,7580550.0,7730400.0,128.4562,34684000,fourary,5482000.0,5482000.0,7730400.0,holdout
density:32,density,er_d256,5000,1729,1666,7626050.0,10663800.0,12104950.0,12573500.0,256.4054,76497800,fourary,7626050.0,7626050.0,12573500.0,holdout
density:32,density,er_d256,5000,1729,3333,7358650.0,10061000.0,13067850.0,12898550.0,256.4054,76497800,fourary,7358650.0,7358650.0,12898550.0,holdout
density:33,density,er_d2,1000,2026,333,94850.0,91750.0,84950.0,81300.0,2.014,85100,mean_ring,81300.0,81300.0,81300.0,holdout
density:33,density,er_d2,1000,2026,666,94750.0,93050.0,84900.0,77750.0,2.014,85100,mean_ring,77750.0,77750.0,77750.0,holdout
density:34,density,er_d4,1000,2026,333,170600.0,142600.0,118850.0,113000.0,4.062,174100,mean_ring,113000.0,113000.0,113000.0,holdout
density:34,density,er_d4,1000,2026,666,180450.0,140550.0,131700.0,112550.0,4.062,174100,mean_ring,112550.0,112550.0,112550.0,holdout
density:35,density,er_d8,1000,2026,333,254900.0,205850.0,161350.0,155750.0,8.079,407300,mean_ring,155750.0,155750.0,155750.0,holdout
density:35,density,er_d8,1000,2026,666,258900.0,219050.0,171050.0,155450.0,8.079,407300,mean_ring,155450.0,155450.0,155450.0,holdout
density:36,density,er_d16,1000,2026,333,340150.0,282300.0,208850.0,203600.0,16.075,778000,mean_ring,203600.0,203600.0,203600.0,holdout
density:36,density,er_d16,1000,2026,666,337550.0,272950.0,207300.0,197450.0,16.075,778000,mean_ring,197450.0,197450.0,197450.0,holdout
density:37,density,er_d32,1000,2026,333,429150.0,414900.0,342000.0,333900.0,32.044,1411100,mean_ring,333900.0,333900.0,333900.0,holdout
density:37,density,er_d32,1000,2026,666,432000.0,412550.0,413200.0,397950.0,32.044,1411100,mean_ring,397950.0,397950.0,397950.0,holdout
density:38,density,er_d64,1000,2026,333,591300.0,697700.0,675850.0,653100.0,63.889,3097800,fourary,591300.0,591300.0,653100.0,holdout
density:38,density,er_d64,1000,2026,666,650850.0,725400.0,690400.0,643100.0,63.889,3097800,fourary,650850.0,643100.0,643100.0,holdout
density:39,density,er_d128,1000,2026,333,719800.0,1050700.0,991900.0,989100.0,127.918,7317200,fourary,719800.0,719800.0,989100.0,holdout
density:39,density,er_d128,1000,2026,666,717500.0,1005750.0,1064300.0,1075350.0,127.918,7317200,fourary,717500.0,717500.0,1075350.0,holdout
density:4,density,er_d16,1000,42,333,268950.0,232650.0,176200.0,165700.0,15.852,563800,mean_ring,165700.0,165700.0,165700.0,train
density:4,density,er_d16,1000,42,666,283250.0,245950.0,177800.0,168800.0,15.852,563800,mean_ring,168800.0,168800.0,168800.0,train
density:40,density,er_d256,1000,2026,333,922650.0,1729900.0,1705100.0,1754700.0,255.736,13366500,fourary,922650.0,922650.0,1754700.0,holdout
density:40,density,er_d256,1000,2026,666,952400.0,1701350.0,1720300.0,1836350.0,255.736,13366500,fourary,952400.0,952400.0,1836350.0,holdout
density:41,density,er_d2,5000,2026,1666,562050.0,389600.0,367000.0,329450.0,2.0146,500600,mean_ring,329450.0,329450.0,329450.0,holdout
density:41,density,er_d2,5000,2026,3333,626450.0,398950.0,415550.0,346500.0,2.0146,500600,mean_ring,346500.0,346500.0,346500.0,holdout
density:42,density,er_d4,5000,2026,1666,1004950.0,646100.0,566350.0,516350.0,4.019,874600,mean_ring,516350.0,516350.0,516350.0,holdout
density:42,density,er_d4,5000,2026,3333,1021450.0,651350.0,555200.0,519500.0,4.019,874600,mean_ring,519500.0,519500.0,519500.0,holdout
density:43,density,er_d8,5000,2026,1666,1570150.0,942600.0,944300.0,767800.0,7.9934,2107300,mean_ring,767800.0,767800.0,767800.0,holdout
density:43,density,er_d8,5000,2026,3333,1562800.0,973550.0,821750.0,773000.0,7.9934,2107300,mean_ring,773000.0,773000.0,773000.0,holdout
density:44,density,er_d16,5000,2026,1666,2144300.0,1394300.0,1313350.0,1398950.0,16.0148,5332300,mean_ring,1398950.0,1313350.0,1398950.0,holdout
density:44,density,er_d16,5000,2026,3333,2153550.0,1370550.0,1288600.0,1330050.0,16.0148,5332300,mean_ring,1330050.0,1288600.0,1330050.0,holdout
density:45,density,er_d32,5000,2026,1666,2901150.0,2056150.0,1972250.0,1870750.0,32.0298,7250000,mean_ring,1870750.0,1870750.0,1870750.0,holdout
density:45,density,er_d32,5000,2026,3333,2997000.0,1977250.0,1882700.0,1809300.0,32.0298,7250000,mean_ring,1809300.0,1809300.0,1809300.0,holdout
density:46,density,er_d64,5000,2026,1666,3812250.0,3407100.0,4079750.0,4073500.0,64.1202,15843200,fourary,3812250.0,3407100.0,4073500.0,holdout
density:46,density,er_d64,5000,2026,3333,3702450.0,3548150.0,3950700.0,4048400.0,64.1202,15843200,fourary,3702450.0,3548150.0,4048400.0,holdout
